TIMESTAMP_START,TIMESTAMP_END,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
19940108,19940114,-0.733,-1.321,0.767,0.248,1.107,39.189,262.143,1.418,83.021,1.829,1.34
19940115,19940121,-5.836,-6.76,1.235,-4.295,1.803,66.223,217.252,1.447,83.268,0.475,1.083
19940122,19940128,-2.784,-3.572,2.073,-1.615,1.897,63.998,236.574,1.576,83.676,2.723,1.695
19940129,19940204,-3.062,-3.988,1.223,-1.767,1.587,74.863,238.142,1.67,83.458,0.336,2.063
19940205,19940211,-2.917,-3.634,0.744,-1.928,1.082,64.817,259.567,1.208,83.065,2.317,1.618
19940212,19940218,-6.967,-8.195,1.476,-5.427,2.097,110.327,213.688,1.432,83.047,0.25,1.444
19940219,19940225,-3.011,-4.159,1.248,-1.656,1.683,94.092,233.839,1.657,82.903,0.671,1.382
19940226,19940304,0.496,-0.616,0.875,1.786,1.602,120.921,259.716,2.052,83.579,1.504,2.058
19940305,19940311,2.544,0.9,1.584,4.219,2.258,143.093,259.466,2.473,84.171,0.4,1.329
19940312,19940318,0.738,-0.428,1.243,1.903,1.846,155.683,250.335,2.08,83.534,0.701,1.897
19940319,19940325,3.063,1.66,1.672,4.332,2.306,170.121,257.381,3.017,83.643,0.509,1.435
19940326,19940401,2.055,0.642,1.948,3.251,2.208,164.075,250.231,2.7,83.49,1.521,1.941
19940402,19940408,-2.606,-3.781,1.08,-1.661,1.857,192.748,237.695,1.788,82.63,1.878,2.141
19940409,19940415,-1.626,-2.991,0.81,-0.591,1.608,165.721,258.24,1.554,82.448,4.024,2.236
19940416,19940422,2.145,0.669,1.357,3.172,2.103,172.427,273.83,2.088,82.71,2.098,1.281
19940423,19940429,4.574,3.033,1.582,5.584,2.369,221.553,258.333,3.427,83.89,1.347,1.717
19940430,19940506,5.231,3.514,2.059,6.357,2.575,232.934,258.05,3.836,83.897,1.209,1.89
19940507,19940513,5.414,3.663,1.405,6.419,2.266,215.084,269.793,3.312,83.348,1.122,1.559
19940514,19940520,6.288,4.976,0.979,7.008,1.521,165.396,286.592,2.367,83.065,4.794,2.401
19940521,19940527,7.897,6.088,1.401,8.89,2.3,237.303,295.106,3.361,83.48,2.944,2.222
19940528,19940603,9.607,7.464,1.783,10.746,2.595,257.663,297.161,5.424,83.955,1.263,1.821
19940604,19940610,5.934,4.448,1.902,6.678,2.099,212.568,290.46,3.094,83.826,4.231,2.684
19940611,19940617,7.63,5.658,1.392,8.616,2.311,247.859,295.534,4.593,83.893,0.606,2.588
19940618,19940624,11.799,9.65,1.581,12.873,2.385,269.462,310.564,5.512,84.199,3.083,1.901
19940625,19940701,13.629,11.298,1.1,14.794,1.996,277.414,318.912,5.762,84.308,2.793,1.808
19940702,19940708,13.017,11.111,1.136,13.969,1.901,250.269,327.151,5.24,84.108,6.857,1.701
19940709,19940715,12.249,10.015,1.295,13.366,2.408,276.007,310.658,6.462,84.292,0.592,1.698
19940716,19940722,13.017,11.277,1.389,13.9,2.183,240.645,328.379,4.872,84.035,6.347,1.448
19940723,19940729,12.986,11.288,1.106,13.941,1.81,266.96,316.797,3.541,84.217,7.993,1.063
19940730,19940805,14.564,12.541,1.468,15.778,2.359,266.657,323.041,7.33,84.263,1.768,1.263
19940806,19940812,13.388,11.588,1.044,14.469,1.949,241.15,321.553,4.717,83.938,4.424,1.713
19940813,19940819,10.252,8.732,1.684,11.231,2.425,223.112,302.969,4.741,83.955,2.29,1.903
19940820,19940826,11.591,10.073,1.411,12.64,2.169,202.902,316.669,4.8,83.874,4.748,1.749
19940827,19940902,10.875,9.488,1.056,11.891,1.87,167.464,322.039,3.309,83.891,5.296,1.853
19940903,19940909,9.715,8.385,1.214,10.75,2.361,184.179,308.499,4.088,83.774,2.705,2.099
19940910,19940916,7.535,6.268,1.215,8.564,1.895,140.183,298.916,2.675,83.339,4.317,2.519
19940917,19940923,4.793,3.45,1.571,6.028,2.198,139.947,279.497,2.88,83.638,0.776,2.339
19940924,19940930,9.262,8.028,1.102,10.411,2.026,128.911,311.068,3.093,84.138,4.315,1.746
19941001,19941007,3.859,2.79,0.956,4.944,1.645,126.465,275.233,2.181,83.83,1.775,1.98
19941008,19941014,4.48,2.552,2.341,6.574,3.13,153.46,246.809,4.369,84.369,0.0,0.923
19941015,19941021,5.111,3.755,1.467,6.686,2.307,116.858,271.452,3.073,83.601,0.013,1.747
19941022,19941028,1.766,0.792,1.101,2.924,1.521,78.9,264.287,1.671,83.054,3.672,2.014
19941029,19941104,3.667,2.696,1.246,4.949,1.724,75.494,270.681,1.965,83.749,0.107,1.963
19941105,19941111,2.266,1.823,0.751,2.887,0.819,38.096,281.826,1.265,83.216,4.486,2.248
19941112,19941118,0.942,0.109,1.473,2.134,1.888,65.756,248.016,1.985,83.67,0.639,1.204
19941119,19941125,2.476,1.312,1.379,4.252,1.74,69.223,250.511,1.993,84.419,0.405,1.44
19941126,19941202,0.138,-0.79,1.086,1.634,1.599,61.244,236.964,2.127,84.43,0.333,1.114
19941203,19941209,-0.466,-1.08,0.895,0.558,1.147,41.619,253.269,1.596,84.12,0.916,1.536
19941210,19941216,-0.568,-1.26,1.18,0.692,1.337,54.482,234.94,1.989,84.246,0.991,1.604
19941217,19941223,-3.977,-4.429,0.829,-3.152,0.81,34.492,252.367,1.354,83.395,1.8,1.692
19941224,19941231,-3.039,-3.613,1.433,-2.07,1.844,47.226,235.457,1.411,83.075,1.263,1.202
19950101,19950107,-9.149,-9.856,1.322,-7.971,1.454,56.439,200.061,1.17,82.994,1.121,1.611
19950108,19950114,-7.988,-8.645,1.201,-6.892,1.249,52.057,215.367,1.152,83.28,4.297,2.072
19950115,19950121,-4.57,-5.193,1.003,-3.531,1.54,57.238,214.123,1.748,83.676,1.08,1.795
19950122,19950128,-3.251,-3.759,1.407,-2.511,1.104,49.199,250.326,1.324,82.813,2.759,2.47
19950129,19950204,-2.015,-2.783,1.281,-0.94,1.891,70.436,236.132,2.067,83.703,1.244,1.361
19950205,19950211,0.036,-0.983,1.001,1.449,1.626,83.11,251.506,1.947,83.216,0.792,1.464
19950212,19950218,-1.034,-2.101,1.345,0.306,1.091,68.832,263.378,1.608,83.286,2.787,2.022
19950219,19950225,-1.181,-2.152,1.488,-0.033,1.67,83.742,257.82,1.716,83.146,2.436,1.832
19950226,19950304,-2.559,-3.758,1.626,-1.17,1.651,108.481,242.595,1.905,82.856,2.005,1.695
19950305,19950311,-3.414,-5.048,1.849,-1.759,2.506,161.035,224.709,2.003,82.835,0.893,1.757
19950312,19950318,-1.353,-2.853,1.524,0.148,2.148,149.326,243.832,2.178,82.889,0.838,1.461
19950319,19950325,-1.158,-2.696,1.873,0.192,2.374,175.385,241.831,2.31,83.807,1.772,2.013
19950326,19950401,-3.926,-5.347,1.509,-2.725,1.936,173.513,239.409,1.543,83.075,3.379,2.896
19950402,19950408,3.832,1.975,2.183,5.347,2.683,217.709,248.437,3.675,83.978,0.349,1.696
19950409,19950415,-1.319,-2.89,1.084,-0.123,2.013,200.749,246.898,1.849,83.608,0.938,2.374
19950416,19950422,1.784,0.318,1.251,2.798,2.055,177.981,259.048,2.217,82.894,3.561,2.451
19950423,19950429,3.865,2.703,1.133,4.627,1.9,173.151,276.123,2.624,82.836,3.714,1.553
19950430,19950506,6.283,4.53,1.979,7.432,2.879,255.974,253.812,4.976,84.185,0.788,1.616
19950507,19950513,5.238,3.817,1.22,6.059,1.791,172.69,283.395,2.89,82.955,4.318,1.792
19950514,19950520,2.582,1.389,1.262,3.237,1.757,183.794,280.699,2.062,83.223,2.282,2.891
19950521,19950527,7.095,5.085,1.967,8.198,2.652,248.846,278.029,4.139,83.839,1.788,1.858
19950528,19950603,7.817,6.48,1.196,8.532,1.753,174.617,309.838,2.887,83.646,7.092,1.547
19950604,19950610,6.288,4.69,1.004,7.087,1.647,161.091,301.401,2.068,83.61,6.195,1.694
19950611,19950617,5.419,4.087,1.123,6.085,1.741,182.34,297.808,2.519,83.335,5.872,1.356
19950618,19950624,9.111,7.555,1.555,9.889,1.887,213.517,310.917,3.994,83.948,2.032,2.159
19950625,19950701,11.822,9.344,1.899,13.061,2.856,292.437,306.653,6.559,83.942,0.78,1.469
19950702,19950708,11.38,9.243,1.324,12.448,2.151,267.526,311.67,4.369,83.843,3.7,1.684
19950709,19950715,13.164,11.145,1.118,14.174,1.912,271.282,320.341,4.844,83.96,6.589,1.415
19950716,19950722,13.509,11.325,1.392,14.622,2.347,253.263,329.023,5.547,84.246,3.024,1.551
19950723,19950729,13.199,11.55,1.171,14.121,1.966,226.452,336.516,4.363,84.186,4.337,1.859
19950730,19950805,12.865,10.853,1.469,14.072,2.434,270.198,307.851,7.005,83.897,1.762,1.216
19950806,19950812,12.081,10.584,1.161,12.979,1.9,197.39,328.131,4.444,84.145,4.867,1.056
19950813,19950819,9.967,8.621,0.87,10.839,1.707,190.021,318.551,2.938,83.965,3.462,1.67
19950820,19950826,9.821,8.372,0.755,10.833,1.478,178.709,317.372,2.184,83.833,3.723,1.885
19950827,19950902,4.578,3.587,1.219,5.321,1.507,162.479,288.082,2.302,83.504,2.814,2.604
19950903,19950909,5.988,4.452,1.186,7.183,2.099,177.649,282.325,2.716,83.069,2.917,1.914
19950910,19950916,6.781,5.458,1.35,7.855,2.033,124.459,301.205,2.393,83.512,3.66,1.929
19950917,19950923,5.662,4.513,1.202,6.719,1.987,133.794,286.655,2.538,83.629,1.761,1.977
19950924,19950930,3.89,2.597,1.472,5.095,2.166,148.543,270.308,3.087,83.763,0.946,1.655
19951001,19951007,7.118,5.743,1.698,8.525,2.516,129.144,294.269,2.72,84.236,0.366,1.817
19951008,19951014,9.037,7.222,2.08,11.009,2.982,155.058,276.676,4.702,84.557,0.0,0.912
19951015,19951021,6.826,5.315,1.65,8.588,2.619,134.913,270.085,4.016,84.43,0.0,1.052
19951022,19951028,4.746,3.204,1.723,6.588,2.677,124.747,248.948,3.945,84.254,0.171,1.531
19951029,19951104,0.725,-0.133,1.351,1.866,1.173,76.728,266.126,1.475,83.433,1.86,2.385
19951105,19951111,-2.709,-3.826,1.494,-1.146,2.08,81.476,232.831,1.821,83.802,0.269,1.926
19951112,19951118,1.15,0.593,0.939,1.954,0.794,47.795,275.442,1.196,83.088,1.973,2.382
19951119,19951125,-4.372,-5.586,1.92,-2.52,2.347,74.386,207.282,1.721,83.805,0.713,1.5
19951126,19951202,-1.546,-2.313,1.139,-0.299,1.688,51.842,235.541,1.484,83.546,0.78,1.183
19951203,19951209,-4.064,-4.691,1.088,-3.018,1.677,56.933,219.459,1.564,83.38,0.311,1.366
19951210,19951216,-4.572,-5.133,1.437,-3.572,1.51,42.01,237.379,1.393,83.596,1.041,1.787
19951217,19951223,-1.079,-1.516,0.77,-0.281,0.875,28.851,273.003,1.228,83.07,2.507,1.617
19951224,19951231,-4.377,-4.804,1.116,-3.659,0.881,33.116,244.074,1.153,82.109,3.022,1.645
19960101,19960107,-3.808,-4.589,1.066,-2.505,1.398,44.176,231.105,1.478,82.584,0.878,1.467
19960108,19960114,-0.502,-1.144,0.661,0.569,1.126,43.194,254.82,1.355,83.243,0.372,2.121
19960115,19960121,-3.437,-4.67,1.777,-1.384,2.617,74.995,200.435,2.235,83.692,0.0,0.893
19960122,19960128,-2.428,-3.147,0.773,-1.393,1.286,49.98,253.364,1.275,82.877,1.084,1.745
19960129,19960204,-3.718,-4.664,1.35,-2.394,1.805,69.556,234.835,1.517,83.071,0.275,1.628
19960205,19960211,-6.946,-8.133,1.555,-5.308,1.905,91.004,208.577,1.479,82.242,0.271,1.533
19960212,19960218,-5.07,-6.168,1.219,-3.69,1.49,83.523,240.854,1.262,82.922,1.602,2.172
19960219,19960225,-6.485,-7.511,1.242,-5.272,1.709,109.126,226.789,1.454,82.342,0.912,1.519
19960226,19960303,-3.934,-5.388,1.406,-2.243,1.943,143.0,217.997,1.737,83.293,0.227,1.82
19960304,19960310,-4.676,-6.214,1.842,-3.122,2.583,165.49,211.463,1.939,83.306,0.099,1.27
19960311,19960317,-2.51,-4.115,1.706,-0.905,2.38,159.86,237.637,2.019,82.551,0.388,1.525
19960318,19960324,1.245,-0.074,1.281,2.439,2.012,150.872,269.78,2.213,83.331,1.458,1.072
19960325,19960331,-1.134,-2.452,1.273,-0.02,1.891,166.663,256.649,1.907,82.874,0.837,1.632
19960401,19960407,-0.43,-1.737,1.608,0.614,2.142,176.566,261.408,2.167,83.004,1.19,1.684
19960408,19960414,1.384,0.127,0.884,2.336,1.724,178.979,261.063,2.306,83.443,1.178,1.583
19960415,19960421,3.401,1.083,2.102,5.015,3.08,278.274,218.02,4.685,83.698,0.005,1.75
19960422,19960428,4.776,3.286,1.03,5.752,2.003,174.245,279.998,2.885,83.623,0.929,2.113
19960429,19960505,3.445,2.159,1.193,4.288,1.616,171.554,284.957,1.727,82.631,3.431,1.619
19960506,19960512,5.476,3.874,1.258,6.406,1.938,179.921,291.847,2.668,83.053,3.737,1.759
19960513,19960519,7.103,5.514,1.083,7.974,1.894,197.708,302.339,2.744,83.266,2.874,2.725
19960520,19960526,5.968,4.199,1.663,6.938,2.226,214.304,282.651,3.139,83.836,3.101,1.735
19960527,19960602,8.941,6.824,2.107,10.075,2.609,267.831,290.573,5.223,83.96,2.105,1.881
19960603,19960609,11.714,9.448,1.165,12.847,2.132,253.239,316.675,4.404,84.462,2.96,1.363
19960610,19960616,11.422,9.317,1.274,12.475,2.177,271.017,305.143,5.662,84.52,1.909,1.584
19960617,19960623,8.733,7.035,1.547,9.583,2.105,211.281,302.972,4.021,83.479,5.83,2.43
19960624,19960630,7.403,5.615,1.525,8.297,2.139,250.03,293.849,3.808,83.94,1.974,2.147
19960701,19960707,9.177,7.444,1.349,10.044,1.992,200.527,312.917,3.314,83.392,3.998,2.113
19960708,19960714,8.515,7.029,1.741,9.258,2.1,219.272,306.467,3.78,84.051,4.604,2.141
19960715,19960721,10.915,8.795,1.18,11.987,2.464,265.841,302.488,6.245,84.306,0.252,1.68
19960722,19960728,11.828,9.823,1.569,12.955,2.542,266.27,314.128,5.33,84.165,4.304,1.953
19960729,19960804,11.364,9.765,1.485,12.324,1.981,235.05,317.631,4.457,84.129,3.922,1.684
19960805,19960811,11.202,9.599,1.086,12.164,1.85,197.572,323.734,3.41,83.853,4.508,1.519
19960812,19960818,9.235,7.725,1.416,10.219,1.946,185.008,311.539,3.402,83.842,2.755,1.586
19960819,19960825,10.052,8.581,0.925,11.075,1.735,189.152,312.582,2.706,83.79,4.591,1.506
19960826,19960901,7.229,6.129,0.991,8.043,1.496,144.53,308.012,2.17,83.818,5.985,1.785
19960902,19960908,5.436,4.263,0.866,6.348,1.775,166.989,289.785,2.415,83.686,1.457,2.461
19960909,19960915,3.944,2.652,1.557,4.991,2.299,171.766,270.852,3.007,83.374,1.386,1.825
19960916,19960922,4.414,3.2,1.231,5.531,2.016,123.128,286.098,2.238,83.051,0.888,1.617
19960923,19960929,4.379,3.134,1.355,5.538,2.106,130.32,279.126,2.869,83.537,1.174,1.836
19960930,19961006,3.804,2.656,1.807,4.971,2.306,116.74,273.853,2.766,83.645,2.962,2.079
19961007,19961013,4.773,3.774,0.964,5.859,1.743,98.227,292.104,1.898,83.758,0.742,1.804
19961014,19961020,2.476,1.671,1.266,3.409,1.399,63.077,280.091,1.466,83.325,5.695,1.879
19961021,19961027,2.863,1.488,1.787,4.503,2.499,101.195,247.713,2.984,84.179,1.089,1.191
19961028,19961103,2.195,0.893,1.766,3.936,2.137,98.79,245.19,2.379,84.073,0.737,1.448
19961104,19961110,1.205,0.301,1.02,2.471,1.452,71.941,251.318,1.938,83.868,0.881,2.069
19961111,19961117,1.551,1.075,0.883,2.248,0.865,36.931,278.788,1.305,83.129,6.241,2.944
19961118,19961124,-4.459,-5.081,0.894,-3.509,1.013,56.686,230.822,1.173,82.252,3.197,1.776
19961125,19961201,-5.559,-6.096,0.835,-4.699,0.98,44.891,244.034,1.149,82.407,3.844,2.172
19961202,19961208,-2.607,-3.329,1.293,-1.405,1.827,59.336,219.152,1.988,83.471,0.51,1.724
19961209,19961215,-1.084,-1.541,0.689,-0.256,1.101,38.174,256.93,1.316,83.018,0.474,1.55
19961216,19961222,-0.506,-0.914,0.884,0.239,1.191,35.429,264.421,1.447,82.93,2.011,1.502
